107019	495483.0398	5418993.8647	346.7335
107029	495546.7929	5418933.4133	343.5775
108019	496136.8945	5418809.7928	340.4585
110019	497871.0372	5419229.3225	266.2645
111019	498002.0681	5418979.6042	298.6915
112019	498851.6723	5419025.7909	267.7335
113019	499278.4985	5419203.3279	276.5395
113029	499269.2196	5419175.9367	279.1795
205019	494474.2617	5420295.7534	345.6775
207019	495939.7862	5420161.0196	280.6365
207029	495602.7719	5420149.8066	296.4405
208019	496155.4336	5420064.7211	273.4255
209019	496747.2851	5419968.2456	291.2935
210019	497306.8727	5419903.5427	283.6245
211019	497918.5295	5419970.5442	295.1480
212019	498665.0052	5419944.5601	334.0765
213019	499115.7704	5420104.1155	321.7655
213029	499206.9334	5420026.7386	303.6715
302019	492676.0705	5421086.6690	281.9565
303019	493021.3492	5421020.5736	308.7875
304019	493812.2029	5421116.2775	275.8165
305019	494737.2639	5421000.8619	276.2075
306019	495049.4367	5421089.7954	272.5175
306029	494947.9250	5421061.9947	274.1045
307019	495762.5704	5421029.4222	270.8745
308019	496277.6299	5421219.9240	308.9285
309019	496713.6187	5421168.1880	312.8715
310019	497371.9867	5421166.7659	371.3515
311019	498095.9986	5421162.4516	382.8025
312019	498640.0913	5421171.8053	377.7615
313019	499109.8843	5421180.3219	371.3565
313029	499076.7452	5420822.4761	353.1375
313039	499156.7311	5421616.6854	360.5900
313049	499252.6373	5422385.4848	343.2080
401049	492414.9142	5422352.6177	278.5015
402019	492458.2668	5421703.1172	277.1055
403019	493314.1017	5422181.5076	353.8825
404019	493739.6394	5422185.4826	349.9295
405019	494604.5584	5422238.8627	319.2695
405109	494889.6243	5421683.0772	339.1485
405209	494790.6263	5421739.9587	344.7170
406019	495046.2298	5421954.1805	288.1905
408019	496299.3043	5422215.9884	293.4545
410019	497594.1778	5422190.3354	324.9935
411029	498100.5295	5422685.8574	331.6355
411039	498567.9587	5422155.1433	333.4625
412019	498660.3650	5422222.7995	337.2865
413029	498770.6719	5422047.9531	340.7845
502019	492708.4760	5423175.6266	315.9645
502029	492761.4110	5422992.0605	313.2205
503019	493291.6276	5423154.6543	306.4775
504019	493907.9057	5423345.1903	296.0655
504029	493859.2373	5423161.7771	296.0845
505019	494484.0630	5423288.3406	298.3695
506019	495007.5544	5422937.8523	309.4205
507019	495456.8123	5422943.3451	316.4260
508019	496460.4695	5423077.1559	314.7255
509019	496719.6333	5423073.3761	309.4685
510019	497319.9536	5423145.2592	300.4525
510029	497397.3891	5423193.5538	300.1715
511019	498116.5713	5423210.6075	308.9505
512019	498753.2899	5423043.6854	321.1725
513019	498932.4052	5423187.4883	314.2595
513029	499018.0112	5423168.8757	314.0775
2031019	493227.5072	5420462.9008	274.3515
2031079	493306.1924	5420780.9321	287.4925
2031089	493260.8589	5420744.7300	289.3255
2041019	493930.8443	5420673.1565	314.4965
2041029	493942.3775	5420676.4852	314.8385
2041039	494050.4403	5420274.6187	327.8605
2041059	494054.2540	5420122.7405	324.8165
2051049	494904.2140	5419942.6372	370.9315
3030109	493055.1006	5421478.5822	369.2135
3031049	493280.8988	5421152.8827	304.1355
3031069	493653.7628	5421153.4413	273.2195
3031079	493268.5739	5420877.4888	289.9405
3041029	493998.7793	5421424.2875	275.5925
3051019	494557.4207	5421062.3227	295.5025
4031019	493089.2954	5422223.4102	350.1415
4031059	493303.3710	5421501.5202	373.3605
4041019	493980.7067	5422270.0279	335.1095
4041069	493736.7440	5421639.5124	375.5245
4041079	494188.5630	5421735.9937	377.0605
4041089	494229.8748	5421576.8351	371.7685
4051029	494902.5842	5422259.8184	291.7845
